operating_period_id,line_factory_id,product_id,order_id,shift_id,machine_state_id,operator_id,work_order_status_id,timestamp,planned_qty,produced_qty,scrap_qty,cycle_time_s,oee,availability,performance,quality,maintenance_type_id,maintenance_due_date,vibration_mm_s,temperature_c,pressure_bar,energy_kwh
1536,0,1,870,2,1,2,3,2025-11-08T14:00:00.000+01:00,70,69,2,27.64,0.778,1.0,0.802,0.971,2,2025-11-15,1.908,39.56,6.34,10.856
1537,2,0,1885,2,4,8,3,2025-11-08T14:00:00.000+01:00,71,22,0,44.11,0.67,0.699,0.991,0.967,2,2025-11-08,1.4,31.63,5.08,5.939
1538,1,1,343,2,1,17,3,2025-11-08T14:00:00.000+01:00,79,77,3,44.91,0.923,1.0,0.968,0.953,2,2025-11-22,1.888,41.16,6.82,13.038
1539,0,1,1456,2,1,18,0,2025-11-08T14:15:00.000+01:00,72,72,2,43.71,0.928,1.0,0.965,0.963,1,2025-11-09,2.117,34.85,6.86,12.687
1540,2,1,184,2,1,4,3,2025-11-08T14:15:00.000+01:00,53,51,3,28.09,0.675,1.0,0.722,0.935,1,2025-11-08,1.751,37.95,6.44,12.024
1541,1,2,577,2,1,16,0,2025-11-08T14:15:00.000+01:00,66,67,4,41.27,1.0,1.0,1.092,0.927,1,2025-11-11,2.44,35.92,5.7,12.657
1542,0,0,431,2,1,7,0,2025-11-08T14:30:00.000+01:00,73,75,2,36.57,0.701,1.0,0.724,0.969,2,2025-11-09,1.686,37.55,6.52,12.673
1543,2,2,200,2,1,5,0,2025-11-08T14:30:00.000+01:00,78,81,3,27.59,0.834,1.0,0.875,0.953,0,2025-11-15,1.947,35.31,6.31,12.477
1544,1,2,28,2,1,8,3,2025-11-08T14:30:00.000+01:00,52,45,1,36.69,0.708,1.0,0.728,0.974,2,2025-11-15,1.995,39.29,6.59,12.808
1545,0,2,19,2,1,17,3,2025-11-08T14:45:00.000+01:00,48,41,1,32.87,1.0,1.0,1.076,0.968,2,2025-11-08,1.99,37.88,6.01,11.75
1546,2,2,1768,2,1,5,3,2025-11-08T14:45:00.000+01:00,46,42,1,40.54,0.937,1.0,0.969,0.967,1,2025-11-10,1.064,32.2,6.68,12.728
1547,1,2,647,2,1,15,3,2025-11-08T14:45:00.000+01:00,48,43,2,41.88,0.879,1.0,0.922,0.953,2,2025-11-11,2.126,39.52,5.9,11.91
1548,0,0,1817,2,2,2,1,2025-11-08T15:00:00.000+01:00,40,13,0,26.6,0.65,0.66,1.03,0.956,0,2025-11-11,1.586,30.47,4.91,8.778
1549,2,0,20,2,1,10,3,2025-11-08T15:00:00.000+01:00,49,47,1,43.06,1.0,1.0,1.064,0.961,1,2025-11-08,2.367,39.22,6.67,12.956
1550,1,2,1006,2,1,17,0,2025-11-08T15:00:00.000+01:00,71,71,1,38.98,0.802,1.0,0.816,0.983,1,2025-11-22,2.142,37.92,6.38,12.0
1551,0,0,678,2,1,3,3,2025-11-08T15:15:00.000+01:00,68,58,3,34.74,0.995,1.0,1.069,0.931,1,2025-11-09,2.497,37.86,6.22,12.281
1552,2,0,1657,2,1,14,3,2025-11-08T15:15:00.000+01:00,50,49,2,26.18,0.91,1.0,0.958,0.95,0,2025-11-22,2.701,36.65,6.56,11.721
1553,1,0,1779,2,0,13,1,2025-11-08T15:15:00.000+01:00,51,5,0,32.56,0.78,0.841,0.963,0.964,0,2025-11-08,1.17,30.61,5.24,6.011
1554,0,0,1065,2,1,0,3,2025-11-08T15:30:00.000+01:00,71,61,1,37.71,0.944,1.0,0.966,0.977,2,2025-11-10,2.157,36.82,6.67,12.981
1555,2,0,1966,2,1,11,3,2025-11-08T15:30:00.000+01:00,64,57,2,37.2,0.874,1.0,0.909,0.961,1,2025-11-22,2.147,37.69,5.81,12.68
1556,1,0,1241,2,1,7,3,2025-11-08T15:30:00.000+01:00,74,64,4,30.95,0.899,1.0,0.96,0.936,3,2025-11-10,2.067,40.86,6.37,11.128
1557,0,0,1749,2,3,8,2,2025-11-08T15:45:00.000+01:00,55,6,0,28.31,0.604,0.779,0.811,0.956,1,2025-11-11,1.425,32.09,5.24,4.369
1558,2,0,794,2,1,10,0,2025-11-08T15:45:00.000+01:00,54,55,1,38.15,0.754,1.0,0.775,0.973,3,2025-11-10,2.464,37.44,6.88,11.068
1559,1,1,1242,2,1,6,3,2025-11-08T15:45:00.000+01:00,47,46,0,41.21,0.734,1.0,0.744,0.986,0,2025-11-15,1.404,37.28,6.84,10.898
1560,0,0,1143,2,1,18,3,2025-11-08T16:00:00.000+01:00,56,49,3,37.96,0.849,1.0,0.923,0.92,1,2025-11-09,1.783,38.57,6.2,11.715
1561,2,2,1937,2,1,15,3,2025-11-08T16:00:00.000+01:00,46,42,0,41.39,0.834,1.0,0.851,0.98,1,2025-11-08,1.91,38.05,6.68,11.646
1562,1,2,706,2,1,1,3,2025-11-08T16:00:00.000+01:00,57,52,0,40.37,1.0,1.0,1.092,0.988,1,2025-11-10,2.448,39.84,5.39,12.987
1563,0,2,1737,2,1,0,3,2025-11-08T16:15:00.000+01:00,70,60,3,28.23,0.681,1.0,0.725,0.939,2,2025-11-10,1.411,40.74,6.57,12.761
1564,2,0,509,2,1,4,3,2025-11-08T16:15:00.000+01:00,45,40,1,33.75,0.948,1.0,0.976,0.971,1,2025-11-15,1.473,38.6,6.67,10.887
1565,1,2,1617,2,1,16,0,2025-11-08T16:15:00.000+01:00,66,68,3,43.6,1.0,1.0,1.054,0.956,1,2025-11-08,2.763,34.71,6.77,12.005
1566,0,1,852,2,1,9,0,2025-11-08T16:30:00.000+01:00,67,67,3,28.65,0.784,1.0,0.822,0.953,3,2025-11-08,2.686,38.38,6.58,12.327
1567,2,1,1987,2,1,7,3,2025-11-08T16:30:00.000+01:00,74,73,5,39.3,0.956,1.0,1.035,0.923,1,2025-11-09,2.421,39.0,6.25,11.886
1568,1,2,432,2,1,6,0,2025-11-08T16:30:00.000+01:00,64,64,3,31.28,0.97,1.0,1.018,0.953,1,2025-11-22,1.666,36.77,6.55,12.051
1569,0,2,1073,2,4,5,3,2025-11-08T16:45:00.000+01:00,55,19,0,30.9,0.299,0.376,0.803,0.989,0,2025-11-15,0.936,29.11,5.19,5.376
1570,2,2,1153,2,1,16,3,2025-11-08T16:45:00.000+01:00,57,49,0,36.63,0.802,1.0,0.815,0.984,0,2025-11-09,1.871,37.0,6.21,12.491
1571,1,2,150,2,1,8,0,2025-11-08T16:45:00.000+01:00,66,67,3,28.35,0.815,1.0,0.866,0.942,0,2025-11-09,1.849,40.68,6.09,11.694
1572,0,1,1896,2,1,8,3,2025-11-08T17:00:00.000+01:00,40,36,0,41.38,0.913,1.0,0.935,0.976,0,2025-11-22,1.85,35.72,6.28,11.574
1573,2,2,349,2,1,9,3,2025-11-08T17:00:00.000+01:00,64,57,3,27.96,1.0,1.0,1.1,0.944,0,2025-11-15,2.006,36.92,6.68,12.413
1574,1,1,885,2,1,9,0,2025-11-08T17:00:00.000+01:00,58,60,3,32.75,0.875,1.0,0.936,0.935,1,2025-11-11,1.665,38.71,6.41,12.668
1575,0,2,1540,2,2,2,1,2025-11-08T17:15:00.000+01:00,72,31,1,25.83,0.624,0.743,0.878,0.957,1,2025-11-15,1.73,34.95,4.97,8.598
1576,2,2,905,2,1,6,3,2025-11-08T17:15:00.000+01:00,75,66,2,44.34,0.906,1.0,0.941,0.962,1,2025-11-22,1.988,36.41,7.04,12.752
1577,1,0,471,2,1,8,3,2025-11-08T17:15:00.000+01:00,53,52,3,38.64,0.92,1.0,0.979,0.939,2,2025-11-10,1.892,38.53,6.11,11.905
1578,0,2,1154,2,1,8,0,2025-11-08T17:30:00.000+01:00,71,73,4,41.66,0.923,1.0,0.98,0.942,1,2025-11-09,2.22,39.09,6.3,11.01
1579,2,2,1037,2,1,0,3,2025-11-08T17:30:00.000+01:00,63,55,1,42.03,0.981,1.0,1.009,0.972,1,2025-11-09,2.361,39.46,6.37,12.267
1580,1,2,1769,2,1,18,0,2025-11-08T17:30:00.000+01:00,54,55,2,35.57,0.899,1.0,0.94,0.956,1,2025-11-11,1.886,38.67,6.43,12.308
1581,0,1,259,2,2,13,1,2025-11-08T17:45:00.000+01:00,70,30,2,25.43,0.365,0.398,0.984,0.933,3,2025-11-11,2.084,30.09,5.09,8.339
1582,2,1,1967,2,1,1,3,2025-11-08T17:45:00.000+01:00,51,44,2,33.78,0.677,1.0,0.71,0.952,1,2025-11-22,0.936,37.2,6.36,11.585
1583,1,0,43,2,1,6,0,2025-11-08T17:45:00.000+01:00,70,73,1,37.73,1.0,1.0,1.075,0.985,1,2025-11-08,1.58,38.11,6.22,12.687
1584,0,2,150,2,1,12,0,2025-11-08T18:00:00.000+01:00,79,79,1,41.37,1.0,1.0,1.097,0.982,0,2025-11-08,2.599,36.05,6.16,13.151
1585,2,1,632,2,1,14,0,2025-11-08T18:00:00.000+01:00,78,81,2,41.45,0.965,1.0,0.995,0.97,1,2025-11-09,2.326,40.5,6.86,12.166
1586,1,0,1256,2,1,13,3,2025-11-08T18:00:00.000+01:00,54,49,1,35.43,1.0,1.0,1.043,0.964,1,2025-11-09,1.958,38.71,6.52,11.53
1587,0,0,1750,2,1,9,0,2025-11-08T18:15:00.000+01:00,61,63,3,27.48,0.711,1.0,0.749,0.948,2,2025-11-15,1.946,38.45,5.88,11.088
1588,2,0,1190,2,1,17,3,2025-11-08T18:15:00.000+01:00,63,53,2,33.16,0.924,1.0,0.962,0.961,2,2025-11-15,2.059,37.05,6.94,13.086
1589,1,2,1257,2,1,10,3,2025-11-08T18:15:00.000+01:00,55,51,2,37.36,0.76,1.0,0.794,0.957,2,2025-11-11,1.44,38.69,6.64,12.609
1590,0,0,992,2,1,19,0,2025-11-08T18:30:00.000+01:00,44,44,2,38.98,0.799,1.0,0.838,0.954,1,2025-11-10,1.95,37.04,6.67,11.94
1591,2,2,1283,2,0,5,1,2025-11-08T18:30:00.000+01:00,70,5,0,35.49,0.897,0.85,1.092,0.966,1,2025-11-10,1.534,34.72,5.54,5.737
1592,1,0,1364,2,1,13,3,2025-11-08T18:30:00.000+01:00,40,36,0,42.7,0.727,1.0,0.74,0.983,0,2025-11-10,2.005,37.05,6.56,13.121
1593,0,2,790,2,1,2,3,2025-11-08T18:45:00.000+01:00,79,71,5,41.5,0.684,1.0,0.738,0.927,1,2025-11-11,1.855,39.19,6.27,12.506
1594,2,1,1125,2,1,5,3,2025-11-08T18:45:00.000+01:00,69,61,0,42.58,0.975,1.0,0.977,0.999,0,2025-11-11,1.608,38.21,6.86,12.861
1595,1,0,29,2,4,18,3,2025-11-08T18:45:00.000+01:00,62,16,0,43.08,0.562,0.59,0.975,0.976,1,2025-11-22,1.221,31.65,5.1,5.103
1596,0,2,540,2,1,18,3,2025-11-08T19:00:00.000+01:00,66,60,1,43.27,1.0,1.0,1.052,0.975,3,2025-11-15,2.278,40.86,6.53,11.162
1597,2,2,1790,2,1,17,3,2025-11-08T19:00:00.000+01:00,76,71,2,34.55,1.0,1.0,1.099,0.959,1,2025-11-09,1.528,35.88,6.63,11.78
1598,1,2,1277,2,1,6,3,2025-11-08T19:00:00.000+01:00,72,70,1,39.63,0.729,1.0,0.746,0.977,2,2025-11-15,2.162,39.72,6.67,12.357
1599,0,0,1938,2,1,6,3,2025-11-08T19:15:00.000+01:00,57,51,1,41.83,0.699,1.0,0.725,0.965,1,2025-11-09,2.185,38.48,6.78,11.568
1600,2,2,921,2,1,6,0,2025-11-08T19:15:00.000+01:00,54,55,3,44.86,0.695,1.0,0.743,0.935,2,2025-11-15,1.78,35.32,6.81,12.315
1601,1,2,1701,2,1,15,3,2025-11-08T19:15:00.000+01:00,65,60,2,42.7,0.875,1.0,0.911,0.96,0,2025-11-15,1.314,39.35,6.4,11.073
1602,0,0,284,2,1,9,3,2025-11-08T19:30:00.000+01:00,54,51,2,36.96,0.694,1.0,0.725,0.958,0,2025-11-11,1.684,35.03,6.19,11.757
1603,2,0,1979,2,1,13,3,2025-11-08T19:30:00.000+01:00,79,74,4,27.33,0.947,1.0,1.009,0.938,2,2025-11-22,1.545,36.7,6.05,11.684
1604,1,2,1074,2,1,7,3,2025-11-08T19:30:00.000+01:00,44,38,0,31.71,0.859,1.0,0.882,0.974,1,2025-11-15,1.917,36.28,6.35,11.2
1605,0,0,1144,2,3,8,2,2025-11-08T19:45:00.000+01:00,68,0,0,28.97,0.497,0.561,0.95,0.933,1,2025-11-10,1.809,32.8,4.85,3.853
1606,2,2,943,2,1,15,3,2025-11-08T19:45:00.000+01:00,41,37,1,44.74,1.0,1.0,1.056,0.963,0,2025-11-11,2.058,35.79,6.65,12.068
1607,1,0,526,2,1,17,0,2025-11-08T19:45:00.000+01:00,48,48,0,42.81,0.849,1.0,0.864,0.983,0,2025-11-08,2.276,36.55,6.8,10.865
1608,0,0,1512,2,1,14,3,2025-11-08T20:00:00.000+01:00,62,61,0,39.74,1.0,1.0,1.09,0.993,1,2025-11-09,2.059,38.22,6.66,11.712
1609,2,2,250,2,1,13,3,2025-11-08T20:00:00.000+01:00,57,50,3,27.24,0.951,1.0,1.02,0.932,3,2025-11-15,1.743,38.43,6.48,11.436
1610,1,1,359,2,1,4,0,2025-11-08T20:00:00.000+01:00,54,54,1,29.82,1.0,1.0,1.088,0.97,0,2025-11-08,1.602,35.12,6.2,12.025
1611,0,0,603,2,1,3,3,2025-11-08T20:15:00.000+01:00,41,37,0,34.82,0.766,1.0,0.766,0.999,1,2025-11-09,1.771,36.1,6.64,11.858
1612,2,2,1578,2,4,14,3,2025-11-08T20:15:00.000+01:00,67,18,0,31.79,0.338,0.448,0.798,0.947,1,2025-11-08,1.47,29.96,5.09,4.955
1613,1,0,1871,2,1,13,3,2025-11-08T20:15:00.000+01:00,58,50,3,43.29,0.759,1.0,0.811,0.936,0,2025-11-11,1.852,39.8,6.66,12.575
1614,0,2,1818,2,1,8,0,2025-11-08T20:30:00.000+01:00,66,67,2,28.94,0.7,1.0,0.729,0.96,0,2025-11-09,1.773,40.51,6.5,10.91
1615,2,0,1227,2,2,18,1,2025-11-08T20:30:00.000+01:00,49,18,0,31.58,0.718,0.948,0.79,0.96,0,2025-11-11,0.673,28.46,4.88,8.317
1616,1,0,1155,2,1,11,3,2025-11-08T20:30:00.000+01:00,70,68,3,26.68,0.837,1.0,0.888,0.943,1,2025-11-10,1.156,35.92,6.47,11.845
1617,0,2,778,2,1,11,3,2025-11-08T20:45:00.000+01:00,79,78,4,34.3,0.901,1.0,0.959,0.939,1,2025-11-10,1.694,39.57,6.8,12.261
1618,2,2,1658,2,4,8,3,2025-11-08T20:45:00.000+01:00,79,9,0,44.64,0.672,0.812,0.881,0.94,1,2025-11-08,1.553,31.29,4.98,5.694
1619,1,2,1382,2,1,12,3,2025-11-08T20:45:00.000+01:00,77,71,3,43.56,0.79,1.0,0.832,0.95,2,2025-11-08,1.185,34.78,6.11,11.295
1620,0,1,21,2,3,9,2,2025-11-08T21:00:00.000+01:00,46,6,0,25.98,0.568,0.568,1.024,0.978,1,2025-11-08,1.087,33.02,4.95,3.992
1621,2,2,1325,2,1,19,0,2025-11-08T21:00:00.000+01:00,62,64,2,36.73,0.98,1.0,1.012,0.969,1,2025-11-09,2.515,37.64,6.56,12.741
1622,1,0,371,2,1,1,3,2025-11-08T21:00:00.000+01:00,75,64,4,41.01,0.991,1.0,1.07,0.926,1,2025-11-15,1.393,39.9,6.45,11.556
1623,0,2,1968,2,2,7,1,2025-11-08T21:15:00.000+01:00,74,26,0,42.78,0.749,0.832,0.93,0.968,1,2025-11-11,2.053,31.77,5.05,7.946
1624,2,1,243,2,1,19,3,2025-11-08T21:15:00.000+01:00,63,55,2,38.11,0.723,1.0,0.757,0.956,1,2025-11-22,1.838,37.06,6.78,11.026
1625,1,0,779,2,1,12,0,2025-11-08T21:15:00.000+01:00,65,68,3,27.33,0.942,1.0,0.992,0.949,2,2025-11-10,1.872,40.44,6.73,11.686
1626,0,1,1268,2,3,7,2,2025-11-08T21:30:00.000+01:00,75,5,0,37.39,0.928,0.917,1.071,0.944,0,2025-11-15,1.504,34.0,4.83,4.123
1627,2,1,1931,2,1,3,3,2025-11-08T21:30:00.000+01:00,78,67,0,26.17,0.844,1.0,0.85,0.993,1,2025-11-15,1.939,39.3,6.34,11.425
1628,1,2,1627,2,2,12,1,2025-11-08T21:30:00.000+01:00,59,26,2,34.64,0.311,0.399,0.846,0.922,1,2025-11-11,0.88,36.98,5.37,8.506
1629,0,2,1165,2,1,15,3,2025-11-08T21:45:00.000+01:00,68,66,4,26.25,0.723,1.0,0.77,0.939,0,2025-11-09,1.151,39.14,6.59,11.581
1630,2,2,527,2,1,5,3,2025-11-08T21:45:00.000+01:00,67,57,0,29.16,1.0,1.0,1.054,1.0,0,2025-11-22,2.034,41.29,6.71,12.892
1631,1,2,1307,2,2,10,1,2025-11-08T21:45:00.000+01:00,59,15,0,27.44,0.807,0.759,1.089,0.977,1,2025-11-15,0.972,34.65,4.68,7.27
1632,0,2,1383,0,1,8,3,2025-11-08T22:00:00.000+01:00,52,46,2,36.76,0.672,1.0,0.707,0.951,1,2025-11-11,1.458,38.06,6.89,12.139
1633,2,2,1134,0,1,17,3,2025-11-08T22:00:00.000+01:00,54,53,1,35.57,0.873,1.0,0.906,0.963,1,2025-11-10,1.892,36.88,6.32,12.633
1634,1,1,274,0,4,8,3,2025-11-08T22:00:00.000+01:00,45,15,0,31.65,0.466,0.662,0.719,0.98,1,2025-11-09,0.992,30.94,5.11,5.956
1635,0,1,462,0,2,7,1,2025-11-08T22:15:00.000+01:00,72,27,1,29.48,0.666,0.662,1.056,0.953,0,2025-11-11,1.463,34.1,5.13,8.15
1636,2,0,541,0,3,11,2,2025-11-08T22:15:00.000+01:00,53,0,0,40.64,0.833,0.784,1.062,1.0,2,2025-11-22,1.262,29.87,5.48,3.916
1637,1,0,151,0,2,3,1,2025-11-08T22:15:00.000+01:00,77,32,1,31.88,0.581,0.767,0.785,0.965,1,2025-11-11,1.342,33.53,5.14,8.254
1638,0,2,974,0,1,12,0,2025-11-08T22:30:00.000+01:00,51,51,2,39.7,0.999,1.0,1.052,0.95,1,2025-11-15,2.053,39.47,6.42,11.605
1639,2,0,975,0,1,14,3,2025-11-08T22:30:00.000+01:00,52,51,0,32.96,0.814,1.0,0.816,0.997,1,2025-11-10,2.79,39.64,6.27,12.505
1640,1,2,1282,0,1,19,0,2025-11-08T22:30:00.000+01:00,47,47,2,42.52,0.898,1.0,0.947,0.948,0,2025-11-11,1.738,37.73,6.62,12.236
1641,0,0,44,0,1,3,3,2025-11-08T22:45:00.000+01:00,52,51,1,33.79,0.965,1.0,1.0,0.965,1,2025-11-11,1.672,38.88,7.02,12.337
1642,2,0,558,0,1,4,0,2025-11-08T22:45:00.000+01:00,46,47,2,27.21,1.0,1.0,1.077,0.952,1,2025-11-10,2.437,39.64,6.31,12.415
1643,1,1,1780,0,1,10,3,2025-11-08T22:45:00.000+01:00,73,68,4,40.43,0.846,1.0,0.9,0.94,1,2025-11-11,1.547,42.42,6.42,11.649
1644,0,0,1243,0,1,13,3,2025-11-08T23:00:00.000+01:00,59,56,3,36.43,0.868,1.0,0.924,0.94,3,2025-11-10,2.325,35.95,6.98,11.537
1645,2,0,1819,0,1,6,3,2025-11-08T23:00:00.000+01:00,71,61,3,31.98,0.87,1.0,0.924,0.941,1,2025-11-15,2.518,40.1,6.7,12.287
1646,1,2,1607,0,4,17,3,2025-11-08T23:00:00.000+01:00,61,16,0,33.89,0.696,0.864,0.85,0.948,1,2025-11-10,1.15,28.19,4.92,5.338
1647,0,0,993,0,1,4,3,2025-11-08T23:15:00.000+01:00,42,36,0,38.74,0.879,1.0,0.896,0.981,3,2025-11-22,1.97,36.91,6.42,12.385
1648,2,2,482,0,3,18,2,2025-11-08T23:15:00.000+01:00,76,2,0,28.01,0.925,0.876,1.097,0.963,1,2025-11-10,1.177,30.49,4.58,3.643
1649,1,0,1757,0,1,18,3,2025-11-08T23:15:00.000+01:00,51,50,4,33.2,0.835,1.0,0.913,0.914,1,2025-11-22,2.749,39.66,6.23,12.672
1650,0,2,633,0,2,10,1,2025-11-08T23:30:00.000+01:00,70,28,0,30.41,0.329,0.412,0.818,0.974,0,2025-11-11,1.064,34.67,5.69,7.595
1651,2,2,913,0,4,16,3,2025-11-08T23:30:00.000+01:00,65,15,0,42.32,0.459,0.508,0.919,0.984,0,2025-11-15,1.176,33.18,5.46,5.617
1652,1,0,291,0,1,19,3,2025-11-08T23:30:00.000+01:00,44,38,1,34.29,0.986,1.0,1.039,0.949,1,2025-11-09,1.951,37.41,6.71,13.051
1653,0,1,1284,0,2,19,1,2025-11-08T23:45:00.000+01:00,42,17,1,41.74,0.581,0.858,0.72,0.941,3,2025-11-10,0.808,34.23,5.36,7.838
1654,2,0,1115,0,1,1,3,2025-11-08T23:45:00.000+01:00,75,74,3,29.28,0.696,1.0,0.734,0.948,3,2025-11-11,2.061,37.68,6.55,12.951
1655,1,2,74,0,0,7,1,2025-11-08T23:45:00.000+01:00,63,9,0,32.18,0.446,0.474,0.977,0.961,1,2025-11-10,1.04,32.32,4.97,6.107
1656,0,2,1099,0,1,13,3,2025-11-09T00:00:00.000+01:00,64,60,3,26.8,0.959,1.0,1.014,0.945,0,2025-11-11,2.553,41.31,6.15,11.577
1657,2,1,1855,0,1,16,3,2025-11-09T00:00:00.000+01:00,70,60,0,42.94,0.9,1.0,0.914,0.985,1,2025-11-12,1.861,38.83,7.11,11.123
1658,1,0,1791,0,1,12,3,2025-11-09T00:00:00.000+01:00,63,58,2,43.01,0.791,1.0,0.83,0.953,1,2025-11-10,1.414,33.9,6.46,11.021
1659,0,0,121,0,1,16,3,2025-11-09T00:15:00.000+01:00,63,56,0,44.91,0.995,1.0,1.007,0.988,1,2025-11-16,2.357,33.49,6.63,12.462
1660,2,0,236,0,1,19,0,2025-11-09T00:15:00.000+01:00,46,47,0,32.92,0.877,1.0,0.892,0.983,0,2025-11-16,2.001,38.51,6.14,11.273
1661,1,2,1846,0,1,1,3,2025-11-09T00:15:00.000+01:00,67,66,3,34.29,0.677,1.0,0.712,0.95,3,2025-11-23,2.462,36.21,6.67,11.954
1662,0,0,372,0,1,17,3,2025-11-09T00:30:00.000+01:00,40,34,1,33.58,0.677,1.0,0.705,0.961,0,2025-11-10,1.809,34.19,6.6,12.163
1663,2,0,994,0,2,2,1,2025-11-09T00:30:00.000+01:00,59,11,0,32.17,0.637,0.725,0.923,0.952,1,2025-11-23,1.382,29.63,5.55,7.303
1664,1,0,1365,0,1,12,3,2025-11-09T00:30:00.000+01:00,67,60,2,29.77,0.918,1.0,0.954,0.962,0,2025-11-12,1.384,33.48,6.51,12.849
1665,0,2,1178,0,1,7,3,2025-11-09T00:45:00.000+01:00,65,59,3,37.42,1.0,1.0,1.078,0.949,1,2025-11-11,2.641,33.88,6.38,12.384
1666,2,0,244,0,1,3,0,2025-11-09T00:45:00.000+01:00,69,71,3,38.77,0.958,1.0,1.003,0.955,1,2025-11-23,2.742,36.7,6.86,11.297
1667,1,2,62,0,1,11,3,2025-11-09T00:45:00.000+01:00,47,40,1,42.98,0.773,1.0,0.804,0.962,1,2025-11-10,1.812,36.88,6.47,12.309
1668,0,0,1085,0,4,8,3,2025-11-09T01:00:00.000+01:00,53,16,0,39.31,0.673,0.65,1.073,0.965,1,2025-11-16,0.741,38.0,4.87,5.212
1669,2,2,853,0,1,2,3,2025-11-09T01:00:00.000+01:00,67,57,2,35.3,0.772,1.0,0.814,0.948,1,2025-11-09,1.311,38.03,6.39,13.193
1670,1,2,315,0,1,1,3,2025-11-09T01:00:00.000+01:00,55,49,3,35.82,0.856,1.0,0.915,0.936,1,2025-11-10,1.76,35.46,6.47,12.898
1671,0,2,1618,0,1,12,3,2025-11-09T01:15:00.000+01:00,62,59,5,34.1,0.665,1.0,0.729,0.913,0,2025-11-11,1.506,38.63,6.42,12.941
1672,2,0,192,0,1,11,3,2025-11-09T01:15:00.000+01:00,78,70,3,42.69,0.917,1.0,0.972,0.943,1,2025-11-11,2.134,35.7,6.29,11.67
1673,1,2,613,0,1,1,0,2025-11-09T01:15:00.000+01:00,59,59,2,37.97,0.847,1.0,0.884,0.958,1,2025-11-12,2.135,34.65,6.86,12.169
1674,0,2,1100,0,4,19,3,2025-11-09T01:30:00.000+01:00,62,7,0,41.91,0.688,0.774,0.932,0.954,1,2025-11-10,0.671,34.07,5.09,5.302
1675,2,0,373,0,1,4,3,2025-11-09T01:30:00.000+01:00,72,71,0,41.97,1.0,1.0,1.096,1.0,1,2025-11-12,2.181,37.52,6.96,12.315
1676,1,1,1366,0,2,4,1,2025-11-09T01:30:00.000+01:00,68,14,0,42.63,0.293,0.326,0.96,0.938,0,2025-11-11,0.932,29.59,5.34,7.964
1677,0,1,791,0,1,11,3,2025-11-09T01:45:00.000+01:00,50,49,1,41.25,0.867,1.0,0.898,0.965,3,2025-11-12,2.353,38.87,6.57,12.859
1678,2,2,772,0,1,4,0,2025-11-09T01:45:00.000+01:00,43,43,2,38.57,0.762,1.0,0.806,0.945,1,2025-11-11,1.655,39.92,6.41,12.686
1679,1,2,1351,0,1,1,3,2025-11-09T01:45:00.000+01:00,64,62,5,26.3,0.824,1.0,0.897,0.919,1,2025-11-10,1.319,37.26,6.93,13.183
1680,0,1,237,0,3,19,2,2025-11-09T02:00:00.000+01:00,45,0,0,44.84,0.384,0.527,0.752,0.97,1,2025-11-10,1.369,34.09,5.03,3.716
1681,2,2,1420,0,2,10,1,2025-11-09T02:00:00.000+01:00,60,16,0,38.42,0.495,0.522,0.99,0.958,1,2025-11-11,0.815,33.55,5.69,7.713
1682,1,1,614,0,1,4,0,2025-11-09T02:00:00.000+01:00,53,53,2,40.46,0.895,1.0,0.945,0.947,1,2025-11-12,1.689,37.22,6.36,12.061
1683,0,1,251,0,1,10,3,2025-11-09T02:15:00.000+01:00,68,59,2,29.19,1.0,1.0,1.06,0.963,1,2025-11-16,1.915,40.95,6.44,10.852
1684,2,2,679,0,1,7,3,2025-11-09T02:15:00.000+01:00,46,44,1,38.16,0.818,1.0,0.854,0.958,1,2025-11-10,1.103,39.6,6.83,13.199
1685,1,0,1023,0,1,5,3,2025-11-09T02:15:00.000+01:00,54,46,2,43.28,0.912,1.0,0.957,0.953,3,2025-11-12,2.355,38.41,6.21,12.418
1686,0,2,1316,0,1,5,3,2025-11-09T02:30:00.000+01:00,76,72,3,43.0,0.787,1.0,0.825,0.954,0,2025-11-16,1.995,37.96,6.76,11.457
1687,2,0,433,0,1,4,3,2025-11-09T02:30:00.000+01:00,67,63,2,42.47,0.984,1.0,1.023,0.962,1,2025-11-11,2.006,37.8,6.55,12.685
1688,1,2,542,0,1,15,3,2025-11-09T02:30:00.000+01:00,45,42,1,38.72,0.91,1.0,0.946,0.962,3,2025-11-10,2.331,42.18,6.43,12.849
1689,0,2,757,0,4,18,3,2025-11-09T02:45:00.000+01:00,67,19,1,41.21,0.541,0.81,0.714,0.935,1,2025-11-23,1.672,34.52,5.28,4.983
1690,2,2,986,0,1,6,0,2025-11-09T02:45:00.000+01:00,55,55,1,36.57,0.953,1.0,0.971,0.981,1,2025-11-16,1.743,39.05,7.14,12.154
1691,1,2,1426,0,1,17,3,2025-11-09T02:45:00.000+01:00,44,42,2,31.05,0.952,1.0,1.002,0.95,1,2025-11-23,2.047,39.46,6.53,11.938
1692,0,0,449,0,1,9,3,2025-11-09T03:00:00.000+01:00,50,45,2,44.0,0.729,1.0,0.773,0.943,1,2025-11-16,1.855,37.12,6.64,11.794
1693,2,0,1372,0,1,17,3,2025-11-09T03:00:00.000+01:00,73,65,3,25.36,0.799,1.0,0.839,0.953,1,2025-11-11,1.574,39.54,6.79,12.064
